Headline,Article,Date
South Ossetian military down Georgian attack plane,"...TSKHINVALI, August 9 (Itar-Tass) - South Ossetia's military have
 downed a Georgian attack plane, the Russian Vesti television
 channel reported on Saturday. ... The fall of the blazing plane was videotaped. The fate of her
 pilot remains unknown....","Aug. 09, 2008"
Sukhumi denies Georgia defeats attack by Abkhazian forces,"...SUKHUMI, August 9 (Itar-Tass) - Sukhumi denies a statement made
 by Georgian President Mikhail Saakashvili saying Georgian
 servicemen defeated an attack by Abkhazian armed forces. ... Abkhazian presidential spokesman Kristian Bzhaniya said the
 Georgian leadership's statement saying Abkhazian armed forces'
 attack had been defeated in the upper part of the Kodori gorge did
 not respond to reality. ... ""Servicemen have not entered the area controlled by Georgian
 authorities. Aviation is delivering strikes and artillery is making
 attacks....","Aug. 09, 2008"
Thousands flee war in South Ossetia - UNHCR,"...NEW YORK, August 9 (Itar-Tass) - At least 1,000 refugees from
 South Ossetia have arrived in North Ossetia and about 500 people
 have fled the conflict zone to other parts of Georgia over the last
 several hours, the U.N. High Commissioner for Refugees spokesman in
 Geneva Ron Redmond said. ... He said these were approximate figures because international
 humanitarian workers could not move freely as shooting
 continues. ... The Office of the U.N. High Commissioner for Refugees is
 concerned over the situation in South Ossetia where an escalation
 of violence has forced thousands of people to leave their homes and
 flee, Redmond said....","Aug. 09, 2008"
"Two Russian planes, Su - 25, Tu - 22, lost in fighting zone","...Two Russian Air Force planes, a Su-25 and a Tu-22, have been
 lost in the fighting zone, the peacekeepers' command said. The fate
 of the pilots is unknown so far....","Aug. 09, 2008"
UN SC discusses situation in South Ossetia,"...MOSCOW, August 9 (Itar-Tass) -The U.N. Security Council is
 meeting behind closed doors to discuss the situation in South
 Ossetia. ... The meeting, initiated by Tbilisi, is the second attempt to
 discuss the situation in the breakaway province of Georgia over the
 past 24 hours. ... Georgia urged the United States and other countries to exert
 pressure on Russia in order to ""stop the armed aggression"" in South
 Ossetia. ... ""We are asking our friends, including the United States, to be
 some sort of mediators and try to convince Russia to stop this
 armed aggression and invasion in Georgia,"" Georgian Ambassador in
 Washington Vasil Sikharulidze said....","Aug. 09, 2008"
UN SC fails to make decision on South Ossetia,"...UNITED NATIONS, August 9 (Itar-Tass) -The U.N. Security Council
 has again failed to make a decision on the situation in South
 Ossetia. ... The Security Council members are expected to continue drafting a
 statement for the press. ... It was not announced when the consultations will resume. ... The meeting, initiated by Tbilisi, is the second attempt to
 discuss the situation in the breakaway province of Georgia over the
 past 24 hours. On the night from Thursday to Friday, the U.N.
 Security Council held an emergency meeting over South Ossetia in
 response to Russia's request....","Aug. 09, 2008"
UN Security Council over South Ossetia crisis,"...UNITED NATIONS, August 9 (Itar-Tass) - The U.N. Security Council
 has begun close-door consultations to discuss the situation in
 South Ossetia. ... The meeting, initiated by Georgia, is the second one in 24
 hours. ... On the night from Thursday to Friday, the U.N. Security Council
 held an emergency meeting over South Ossetia in response to
 Russia's request. ... Russian Permanent Representative to the U.N. Vitaly Churkin
 urged both sides to stop hostilities in South Ossetia and reject
 the use of force....","Aug. 09, 2008"
URGENT - Abkhazia begins operation to force Georgia troops out,"...SUKHUMI, August 9 (Itar-Tass) - Abkhazia's armed forces have
 begun an operation to force Georgian troops out of the upper part
 of the Kodori gorge, Abkhazian Foreign Minister Sergei Shamba told
 Itar-Tass....","Aug. 09, 2008"
URGENT - Abkhazia says Georgia moves troops to security zone,"...SUKHUMI, August 9 (Itar-Tass) - Georgia's breakaway region of
 Abkhazia said Tbilisi was deploying its forces and hardware in the
 buffer zone separating the conflicting parties in violation of the
 1994 peace agreement. ... ""Georgia is deploying in the security zone, close to the border
 with Abkhazia, an additional military contingent and armor,""
 Abkhazian presidential envoy to the border district of Gali Ruslan
 Kishmaria said on Saturday adding the strength of Georgian military
 at strongholds has been increased 3-4-fold....","Aug. 09, 2008"
"URGENT - EU, US, OSCE experts go to S Ossetia conflict zone","...BRUSSELS, August 9 (Itar-Tass) - A joint group of EU, U.S. and
 OSCE experts has left for the South Ossetian conflict zone, the EU
 security policy representative's press secretary told Itar-Tass on
 Saturday....","Aug. 09, 2008"
URGENT - Georgia forces carry out another strike at Tskhinvali,"...Georgian forces have carried out another strike at Tskhinvali
 from Grad launchers....","Aug. 09, 2008"
URGENT - Georgia imposes martial law,"...TBILISI, August 9 (Itar-Tass) - Georgian President Mikhail
 Saakashvili imposed martial law in the country. ... ""I decided to declare martial law in the country in connection
 with Russian aggression against Georgia"", he told a meeting of the
 Georgian Security Council on Saturday. ... A corresponding decree will be signed shortly, he added....","Aug. 09, 2008"
URGENT - Georgian forces concentration near Abkhazia reported,"...SUKHUMI, August 9 (Itar-Tass) - Georgia brings an additional
 military contingent and armoured vehicles into the security zone
 closer to the Abkhazian border, Abkhazian presidential envoy to the
 Gali region Ruslan Kishmaria told Itar-Tass. He said the number of
 the military at Georgian posts increased three-four times....","Aug. 09, 2008"
URGENT - Georgian parl approves decree on martial law,"...TBILISI, August 9 (Itar-Tass) - The Georgian parliament at its
 extraordinary meeting on Saturday unanimously approved president
 Mikhail Saakashvili's decree imposing martial law in Georgia's
 territory for 15 days....","Aug. 09, 2008"
URGENT - Georgian troops shell Tskhinvali residential districts,"...MOSCOW, August 9 (Itar-Tass) - Georgian troops are intensively
 shelling residential districts in Tskhinvali, the South Ossetian
 state information and press committee reported....","Aug. 09, 2008"
URGENT - Intensive Georgian shelling of Tskhinvali stopped,"...TSKHINVALI, August 9 (Itar-Tass) - The intensive shelling of
 Tskhinvali from the side of Georgian troops is stopped as Georgian
 gun emplacements were destroyed by Russian forces, the commander of
 the joint peacekeeping forces, Marat Kulakhmetov, said. ... The intensive firing at South Ossetia's capital Tskhinvali from
 the side of Georgian armed units is stopped, the commander
 reported....","Aug. 09, 2008"
URGENT - Kremlin receives no statements from Saakashvili,"...MOSCOW, August 9 (Itar-Tass) - The Kremlin has no received any
 statement from Georgian President Mikhail Saakashvili, the press
 service told Itar-Tass. ... ""No statements have been received to the Russian president from
 the Georgian leadership,"" the press service said....","Aug. 09, 2008"
URGENT - One more Georgian plane downed in S Ossetia,"...TSKHINVALI, August 9 (Itar-Tass) - South Ossetian air defences
 downed a second Georgian warplane, the South Ossetian information
 and press committee reported. ... ""Two Georgian attack aircraft attempted to attack Tskhinvali,
 but failed to carry out their task as South Ossetian air defences
 responded to their appearance,"" it said....","Aug. 09, 2008"
URGENT - Putin arrives in Vladikavkaz,"...VLADIKAVKAZ, August 9 (Itar-Tass) - Russian Prime Minister
 Vladimir Putin arrived in Vladikavkaz on Saturday to discuss aid
 provided to South Ossetia due to the events in the republic....","Aug. 09, 2008"
URGENT - Putin considers events in S Ossetia genocide,"...VLADIKAVKAZ, August 9 (Itar-Tass) - Russian Prime Minister
 Vladimir Putin described Georgian security officials' action
 genocide against the South Ossetian people. ... ""This is genocide - what has happened there,"" Putin said....","Aug. 09, 2008"
URGENT - RF DM not receive statements from Saakashvili,"...MOSCOW, August 9 (Itar-Tass) - Russia's Defence Ministry told
 Itar-Tass it had not received any statements from Georgian
 President Mikhail Saakashvili. ... An official said, ""We don't know about any statements by
 Saakashvili. But primarily they must do the other thing - withdraw
 military hardware and troops and stop to kill civilians in South
 Ossetia.""...","Aug. 09, 2008"
URGENT - Russia takes appropriate measures to stop violence in S Ossetia,"...MOSCOW, August 9 (Itar-Tass) - Russia is talking appropriate
 military and political measures to stop violence in South Ossetia,
 President Dmitry Medvedev said in a telephone conversation with
 German Chancellor Angela Merkel on Friday. ... During the conversation, initiated by Merkel, Medvedev described
 the actions of the Georgia leadership ""which carried out a
 treacherous and unprovoked attack on Tskhinvali"" as ""an aggressive
 military action"" directed against Russian peacekeepers and peaceful
 citizens, the presidential press service said....","Aug. 09, 2008"
URGENT - Russian airborne troops conveyed to S Ossetia,"...MOSCOW, August 9 (Itar-Tass) - Units of Airborne Troops Division
 76 have arrived in South Ossetia, the ground troops commander's
 aide Igor Konashenkov told Itar-Tass....","Aug. 09, 2008"
URGENT - Russian crack units to be brought into Tskhinvali area,"...MOSCOW, August 9 (Itar-Tass) - The Russian troops' strength in
 South Ossetia was increased overnight. The troops' task is to
 conduct an operation to establish peace in the zone controlled by
 peacekeepers, the Russian ground troops commander's aide Igor
 Konashenkov told Itar-Tass on Saturday. ... Special-purpose units will be brought into the Tskhinvali area
 in the next few hours, he said....","Aug. 09, 2008"
URGENT - Russian special - purpose units brought in Tskhinvali,"...Russian special-purpose units have been brought into
 Tskhinvali's outskirts - the Russian Defence Ministry....","Aug. 09, 2008"
URGENT - Saakashvili says ready to cease fire,"...TBILISI, August 9 (Itar-Tass) - Georgian President Mikhail
 Saakashvili said on Saturday he was ready to cease fire in South
 Ossetia. ... ""We have always wished and are wishing to cease fire and
 disengage the forces of the parties,"" he told a press conference
 for foreign journalists. ... ""We have always advocated a peaceful settlement of the conflict.
 To ensure security of residents in the zone of the South Ossetian
 conflict we had to take measures to restore order and peace in the
 region,"" the president said commenting Georgian devastating
 shelling of South Ossetian capital of Tskhinvali and of positions
 of Russian peacekeepers....","Aug. 09, 2008"
URGENT - Tskhinvali completely freed,"...The city of Tskhinvali is completely freed. Fighting is
 continuing to free the entire zone of control of the Russian
 peacekeeping forces - the peacekeepers' command....","Aug. 09, 2008"
URGENT - Tskhinvali freed from Georgian armed forces,"...Battalion tactical groups of Russian troops in South Ossetia
 have freed Tskhinvali from the Georgian armed forces and have begun
 to press Georgian units out of the peacekeepers-controlled zone -
 general Vladimir Boldyrev....","Aug. 09, 2008"
URGENT - Two Russian planes lost in S Ossetia operation,"...The Russian Defence Ministry has confirmed two planes were lost
 in the operation to defend peacekeepers and the population in South
 Ossetia....","Aug. 09, 2008"
URGENT - UN SC to hold consultations on Georgia,"...UNITED NATIONS ORGANISATION, August 9 (Itar-Tass) - The U.N.
 Security Council will hold consultations on the situation in South
 Ossetia, spokeswoman for the Russian permanent representative to
 the U.N. Mariya Zakharov told Itar-Tass on Saturday. ... The consultations are scheduled for 11.30 p.m. Moscow time (2100
 GMT). ... After the consultations the U.N. Secretariat will hold a
 briefing for U.N. Security Council members on the situation in
 Georgia, Zakharov said....","Aug. 09, 2008"
US embassy advises Americans to refrain from trips to Georgia,"...WASHINGTON, August 9 (Itar-Tass) -The U.S. embassy in Tbilisi
 has advised Americans to refrain from unnecessary trips to
 Georgia. ... American diplomats urged their fellow citizens to delay al trips
 to the zones of the conflicts in South Ossetia and Abkhazia....","Aug. 09, 2008"
US said to be displeased by Georgian withdrawal from Iraq,"...BRUSSELS, August 9 (Itar-Tass) - The United States was
 displeased by the Georgian request to help withdraw two thousand
 soldiers from Iraq for fighting in South Ossetia. ... A source close to NATO told Tass on Saturday the Georgian
 request to assist with the withdrawal ""caused clear dissatisfaction
 of the State Department and the Pentagon"", which will have to
 replace Georgian forces with US troops. ... However, the source said the dissatisfaction will not be made
 public and Georgia will get the necessary assistance in withdrawing
 its soldiers....","Aug. 09, 2008"
Verbatim report on Putin's meeting made public on govt website,"...MOSCOW, August 9 (Itar-Tass) - A verbatim report on Russian
 Prime Minister Vladimir Putin's meeting in Vladikavkaz has been
 made public on the www.government.ru website. ... Putin visited Vladikavkaz due to the humanitarian catastrophe in
 South Ossetia....","Aug. 09, 2008"
Wounded peacekeepers brought to airmobile hospital - aide,"...VLADIKAVKAZ, August 9 (Itar-Tass) - First wounded servicemen
 have been brought to the airmobile hospital of the Centre for
 Disaster Medicine from South Ossetia, aide to the North Ossetian
 emergencies minister, Vladimir Ivanov, told Itar-Tass on
 Saturday. ... Ivanov said four peacekeepers, who were wounded during the
 battles in Tskhinvali, had been brought to the hospital. ""But the
 inflow of wounded people increases. It is likely to grow further
 because reports say there are a lot of wounded people that there is
 no opportunity to take them out of the area,"" Ivanov said....","Aug. 09, 2008"
Wounded peacekeepers brought to airmobile hospital - aide,"...VLADIKAVKAZ, August 9 (Itar-Tass) - First wounded servicemen
 have been brought to the airmobile hospital of the Centre for
 Disaster Medicine from South Ossetia, aide to the North Ossetian
 emergencies minister, Vladimir Ivanov, told Itar-Tass on
 Saturday. ... Ivanov said four peacekeepers, who were wounded during the
 battles in Tskhinvali, had been brought to the hospital. ""But the
 inflow of wounded people increases. It is likely to grow further
 because reports say there are a lot of wounded people that there is
 no opportunity to take them out of the area,"" Ivanov said....","Aug. 09, 2008"
Abkhazia not to draft reservists yet,"...SUKHUMI, August 10 (Itar-Tass) - There is no need yet to draft
 reservists in Abkhazia, the Abkhazian president's spokesman
 Khristian Bzhania told reporters. ... He said ""any decision on draft of reservists has not been
 made"". ... Bzhania dismissed media reports alleging that Abkhazian armed
 forces fired on military facilities in western Georgia. ... ""Abkhazia has no need to wage the actions of this kind. The main
 task of Abkhazia's armed forces is to protect the civilian
 population and the very country from a possible aggression of
 Georgia,"" he said....","Aug. 10, 2008"
"Abkhazia pres proclaims martial law in some districts, mobilisation","...SUKHUMI, August 10 (Itar-Tass) - Abkhazian President Sergei
 Bagapsh issued a decree clamping down a martial law on some
 districts in the republic from August 11 for ten days. The martial
 law is imposed on the Gali, Tkvarcheli, Ochamchiri, Gulripsh and
 part of the Sukhumi districts, Itar-Tass learnt at the government
 information directorate. ... These measures were taken ""in connection with the act of armed
 aggression by Georgia against South Ossetia and the direct threat
 to Abkhazia"". ... The Abkhazian president also announced partial mobilisation of
 reservists of the republican armed forces....","Aug. 10, 2008"
Abkhazia troops take positions along Inguri bordering on Georgia,"...SUKHUMI, August 10 (Itar-Tass) - Units of the Abkhazian armed
 forces that on Sunday morning entered the zone of responsibility of
 the peacekeeping forces in the Gali district of the republic, have
 taken positions along the Inguri River that is bordering on
 Georgia, Abkhazian president's spokesman Kristian Bzhania told
 journalists....","Aug. 10, 2008"
Bagapsh puts responsibility for SOssetian war on West and Ukraine,"...SUKHUMI, August 10 (Itar-Tass) - Abkhazian President Sergei
 Bagapsh laid responsibility for the bloodshed in South Ossetia on
 ""Western countries and Ukraine which supplied arms to the
 Saakashvili regime"". ... ""The moral responsibility for what has happened in South Ossetia
 rests with Western countries and Ukraine which armed the regime
 whose policy was aimed at antagonism and hostility to the Ossetian
 and Abkhazian peoples,"" Bagapsh told a news conference on
 Sunday. ... According to the president, ""both Saakashvili and those who
 abetted him, should bear responsibility for all evil deeds""....","Aug. 10, 2008"
"Bastrykin, investigation team to document crimes against S Ossetia","...GORKI (Moscow region), August 10 (Itar-Tass) - Chairman of the
 Russian Prosecutor's Investigative Committee Alexander Bastrykin is
 flying to Vladikavkaz to fulfil an order of Russian President
 Dmitry Medvedev and gather documental proof of the Georgian side's
 crimes in South Ossetia. The head of state on Sunday held a working
 meeting at his residence outside Moscow with Bastrykin. ... Medvedev asked Bastrykin to report about the steps done for the
 collection for the necessary documents: ""It is important for me to
 know what is now being done already and what are the proposals on
 gathering the proof of crimes"" committed by the Georgian side in
 South Ossetia....","Aug. 10, 2008"
EU FMs to hold urgent meeting on S Ossetia in Brussels Wed - source,"...BRUSSELS, August 10 (Itar-Tass) - The EU foreign ministers'
 urgent meeting on the situation in South Ossetia will be held in
 Brussels on Wednesday, sources in the European institutions in
 Brussels said here on Sunday. The meeting's central result is
 expected to be the call for an immediate ceasefire and resumption
 of the Georgian-South Ossetian talks. ... The ministers will also make a decision on whether it is
 necessary to call an urgent summit of the European Union on the
 situation in South Ossetia....","Aug. 10, 2008"
FC backs Lukin proposal on setting up intl tribunal for S Ossetia,"...MOSCOW, August 10 (Itar-Tass) - Members of the Federation
 Council upper house of Russia's parliament back the proposal of
 ombudsman Vladimir Lukin on the creation of the international
 tribunal for South Ossetia. ... ""I totally support the idea of the Human Rights Commissioner,
 because the events in South Ossetia in their nature do not differ
 from the developments in the Balkans,"" chairman of the FC committee
 on legal and judicial issues Anatoly Lyskov told Itar-Tass in an
 interview. He drew attention to the fact that ""as a result of
 political ambitions of the Georgian leadership innocent people are
 suffering, which is direct violation of human rights norms....","Aug. 10, 2008"
Fighting rages throughout night over hills around Tskhinvali,"...TSKHINVALI, August 10 (Itar-Tass) - The fighting raged
 throughout last night for the Prisskie Hills surrounding
 Tskhinvali, says the site of the South Ossetian committee on
 information and press. ... It notes that Georgian troops ""continued artillery shelling of
 the city and other villages"". The city has been virtually
 destroyed. ... The site says, ""A lot of women, children and the aged who are to
 be evacuated, are still in the city"". There are no prime
 necessities, electricity and gas; there is a dire shortage of
 medicines....","Aug. 10, 2008"
"France taking efforts to make Georgia, Ossetia return to talks - FM","...PARIS, August 10 (Itar-Tass) - France that is currently
 presiding in the European Union is in permanent contact with the
 European and American partners, as well as with Russia and Georgia
 in order to ""determine the common strategy and persuade the
 Georgian and South Ossetian authorities into returning to the
 negotiating table,"" French Foreign Minister Bernard Kouchner
 stated. ... In an interview published by the Parisien newspaper he noted
 that he would embark on a trip on Sunday during which will visit
 Russia and Georgia....","Aug. 10, 2008"
French FM departs for Georgia and Russia on mediator mission,"...PARIS, August 10 (Itar-Tass) - French Foreign Minister Bernard
 Kouchner departed from Paris on a working trip on Sunday during
 which he will visit Georgia and Russia. French diplomats said that
 the minister will on behalf of the European Union perform a
 mediator mission aimed at the settlement of the South Ossetian
 conflict. ... Kouchner will spend the night in Tbilisi and on Monday will go
 to Moscow. He intends to present in both capitals a plan consisting
 of three points - a ceasefire, the withdrawal of troops of the
 sides and observance of Georgia's territorial integrity....","Aug. 10, 2008"
Georgia aggression leaves many children dead - commander,"...VLADIKAVKAZ, August 10 (Itar-Tass) -All hospitals have been
 destroyed and many children killed in Tskhinvali as a result of
 Georgia's aggression, Commander of the Russian Ground Troops
 General Vladimir Boldyrev said. ... ""Tskhinvali in fact has beeb fully destroyed, it has no water
 and electricity, all hospitals and all kindergartens have been
 destroyed, and many children have been killed,"" he said at a
 conference in Vladikavkaz that Russian Prime Minister Vladimir
 Putin held. ... In the night of August 7, the Georgian side ""opened fire without
 any restrictions"", destroying ten residential areas, Boldyrev
 said....","Aug. 10, 2008"
Georgia attack on S Ossetia is Saakashvili mistake - Japan expert,"...TOKYO, August 10 (Itar-Tass) - President of Georgia Mikhail
 Saakashvili ""made a mistake"" staging an attack on South Ossetia,
 Japanese specialist in Russia, professor of Hosei University Nobuo
 Shimotomai said, the Kyodo Tsushin news agency reported on
 Sunday. ... ""Saakashvili apparently decided that if the operation coincides
 with the opening of the Beijing Olympics, Moscow will not
 interfere. It was a gross miscalculation,"" the expert noted. ""The
 Georgian president thought that he could unilaterally decide the
 complicated interethnic problem inherited from the Stalin times,""
 the Japanese political analyst added....","Aug. 10, 2008"
Georgia authorities in contact with Russia ForMin - Saakashvili,"...TBILISI, August 10 (Itar-Tass) - The Georgian authorities ""are
 maintaining contacts with the Russian Foreign Ministry,"" Georgian
 President Mikhail Saakashvili said on Sunday. He said in a
 televised address to the country's population that ""these contacts
 with the Russian Foreign Ministry are being maintained at the level
 of ministers and deputy ministers."" ... According to him, he has held several telephone conversations
 with the French president. Saakashvili also said he was in contact
 with the ""US president, vice president and state secretary, the
 heads of other leading countries....","Aug. 10, 2008"
Georgian troops smash last Tskhinvali bakery with precision fire,"...VLADIKAVKAZ, August 10 (Itar-Tass) - Georgian troops smashed
 last night the last bakery in Tskhinvali with a precision fire of a
 Grad multi-barrelled launcher. The bakery operated under enemy
 shelling so as to give people at least some food, Itar-Tass learnt
 by phone from head of the South Ossetian press and information
 committee Irina Gagloyeva. ... ""Bread was delivered around the city even on Saturday morning;
 it was brought to backyards of houses where there were alive people
 in basements; there is no such chance on Sunday,"" she said....","Aug. 10, 2008"
Greater part of Tskhinvali - under peacekeepers' control,"...MOSCOW, August 10 (Itar-Tass) - The greater part of Tskhinvali
 is under the peacekeepers' control, while the Georgian side is
 bringing in reserves, said on Sunday deputy chief of the Russian
 General Staff, Colonel General Anatoly Nogovitsyn. ... ""The situation near Tskhinvali has repeatedly changed over the
 past two days. The city was under control of Georgian forces for
 some time. Then, the situation was restored. The greater part of
 the city is now under the peacekeepers' control,"" Nogovitsyn
 specified....","Aug. 10, 2008"
Ingushetia ready to receive refugees from South Ossetia,"...NAZARN, August 10 (Itar-Tass) - Ingushetia is ready to host
 1,000 Russian citizens - refugees from South Ossetia, the chief of
 the regional Federal Migration Service, Mikhail Ilezov, told
 ITAR-TASS. ... He said the republic has enough place for accommodating the
 refugees. ... ""Ingushetia has a rich humanitarian experience, recognized by
 the world community, of work with refugees and displaced people,""
 he said. ... A source in the government of Ingushetia told ITAR-TASS that
 about 19,000 refugees from South Ossetia and 300 refugees from
 Chechnya are staying in Ingushetia....","Aug. 10, 2008"
Israel to freeze military equipt supplies to Georgia - FM official,"...BEIRUT, August 10 (Itar-Tass) - Israel will freeze the supplies
 of weapons and military equipment to Georgia - ""a country that is
 in the conflict zone,"" an Israeli Foreign Ministry official told
 the Haaretz newspaper on Sunday. According to him, the Foreign
 Ministry has recommended to the Defence Ministry to suspend the
 fulfilment of obligations under contracts signed with Tbilisi. The
 Defence Ministry will take the corresponding decision in the coming
 days. ... Israel, the diplomatic source recalled, six months ago
 considerably restricted military cooperation with Georgia ""by
 defensive frames"" and cut the instructors' personnel taking into
 account the growing tension in relations between Moscow and
 Tbilisi....","Aug. 10, 2008"
Lavrov tells Rice about Georgia's numerous war crimes in S Ossetia,"...MOSCOW, August 10 (Itar-Tass) - Russian Foreign Minister Sergei
 Lavrov on Sunday held a telephone conversation with US Secretary of
 State Condoleezza Rice. The conversation was held on the initiative
 of the American side, Russian Foreign Ministry sources said. ... Lavrov ""stated our principled assessments of the developments in
 South Ossetia."" He ""stressed that in the conditions of the
 persisting direct threat to the life of Russian citizens in South
 Ossetia, the Russian peacekeeping forces in accordance with the
 existing international agreements are continuing an operation to
 force the Georgian side to peace....","Aug. 10, 2008"
Lukin warns of unleashing anti - Georgian campaign,"...MOSCOW, August 10 (Itar-Tass) - Russian ombudsman Vladimir Lukin
 warned of unleashing an anti-Georgian campaign, calling against
 extrapolating crime problems on ethnic relations. ... ""There are sometimes people among us, who extrapolate crime
 problems on racial and ethnic problems. This is very dangerous if
 we take this road,"" he told reporters on Sunday. ... ""Georgians live among us. They are, as a rule, wonderful people
 who have been working among us for long years. We have special
 cultural and human relations with Georgia....","Aug. 10, 2008"
Martial law imposed in part of Abkhazia,"...SUKHUMI, August 10 (Itar-Tass) - The parliament of Abkhazia has
 backed the decree of the president of the unrecognised republic on
 the introduction of the martial law and partial mobilisation of
 reservists all over Abkhazia in the eastern areas of Abkhazia and
 in the high mountainous part of the Sukhumi district. The
 parliamentarians unanimously voted for the support of the
 presidential decree. The extraordinary meeting of the parliament is
 held behind closed doors. ... The eastern units of Abkhazia's armed forces have been placed on
 alert and have taken positions near the border of the
 restricted-weapons zone in Abkhazia's Ochamchira area, Abkhazian
 Defence Minister Mirab Kishmaria told Itar-Tass earlier....","Aug. 10, 2008"
"Medvedev tells Sarkozy about death of 2,000 in Georgia attacks","...MOSCOW, August 10 (Itar-Tass) - Russian President Dmitry
 Medvedev has held a telephone conversation with his French
 colleague Nicolas Sarkozy. ... During the conversation Medvedev gave an extensive assessment to
 the tragic events in South Ossetia caused by large-scale and
 aggressive military actions taken by the Georgian leadership, the
 Kremlin press service reported. ... It was stressed during the conversation that the barbaric
 actions of the Georgian side have caused the death of over 2,000
 peaceful civilians most of which are Russian citizens, killing and
 wounding Russian peacekeepers, the exodus from the region of over
 30,000 refugees, factual devastation of the South Ossetian capital
 Tskhinvali....","Aug. 10, 2008"
Medvedev to order documenting crimes against SOssetia,"...GORKI (Moscow region), August 10 (Itar-Tass) - Russian President
 Dmitry Medvedev will order the Military Prosecutor's Office to
 document all crimes committed against civilians in South
 Ossetia. ... ""I'll naturally issue such decree,"" he said at a meeting with
 Prime Minister Vladimir Putin. ... Putin said he met refugees, who told him of what is happening in
 South Ossetia. ... ""The are having a bad time, but it is of note that the episodes
 about which they spoke go far beyond the bounds of understanding of
 the conduct of combat....","Aug. 10, 2008"
Moscow receives no proposal from Tbilisi on ending hostilities,"...MOSCOW, August 10 (Itar-Tass) - The Russian side has not
 received, up to this time, any official proposal from the Georgian
 authorities on ending combat operations in the zone of the
 Georgian-Ossetian conflict, deputy chief of the Russian General
 Staff Anatoly Nogovitsyn told a news conference on Sunday. ... ""The Russian side has not received, as of this Sunday, any
 official proposal from the Georgian side on stopping the
 bloodshedding in the conflict zone,"" he said. ... ""Russia's stand, described by the country's president, is that
 we fulfil, from the very outset, only a peacekeeping mission in the
 conflict zone and are against any violence,"" the deputy chief of
 the General Staff noted....","Aug. 10, 2008"
"No wonder current UNSC meeting initiated by Georgia, US - Churkin","...UNITED NATIONS, August 10 (Itar-Tass) - It is no wonder that the
 open meeting of the UN Security Council that is held on Sunday was
 initiated by Georgia and the United States, Russian Permanent
 Representative to the United Nations Vitaly Churkin said at the
 Council meeting on the situation in Georgia. ""We all know what
 close relationship has formed between the leadership of these two
 states,"" he added. ... The Russian diplomat also noted that over the past ""three or
 four days were are calling already the fourth and third open
 meeting of the UN Security Council caused by the situation that was
 started by the Georgian aggression against South Ossetia....","Aug. 10, 2008"
People stay in cellars in South Ossetia,"...TSKHINVALI, August 10 (Itar-Tass) - The chief physician of
 children's hospital Larisa Khanikayecv said she was staying with a
 one-year infant in a cellar of a private house in the central
 district of Tskhinvali. ... She told ITAR-TASS by mobile phone that 1,835 children remained
 in the city before shooting attacks. ... ""Now their fate is unknown to me. Shots are heard from the
 street. Most likely fighting is going on. We are listening in, and
 we don't know how we shall hold out this night,"" she said....","Aug. 10, 2008"
Person issuing order to commit war crimes no partner for Russia - FM,"...MOSCOW, August 10 (Itar-Tass) - ""If Georgian troops quit South
 Ossetia, an agreement on the non-use of force will be signed
 between Georgia and South Ossetia, peace will be restored,
 irrespective of the further fate of Saakashvili,"" Russian Foreign
 Minister Sergei Lavrov told journalists on Sunday. ... Journalists asked the Russian foreign minister for a comment on
 whether Lavrov in his conversation with US Secretary of State
 Condoleezza Rice raised the issue of further stay of Mikhail
 Saakashvili on the post of the Georgian president....","Aug. 10, 2008"
Problem of SOssetia refugee accommodation should be solved - Putin,"...MOSCOW, August 10 (Itar-Tass) - Russian Prime Minister Vladimir
 Putin said the problem of accommodation of refugees from South
 Ossetia in North Ossetia should be solved by September 1 with
 consideration for the beginning school year. ... ""The refugees as a rule stay with their relatives. Part of them
 are accommodated at former pioneer camps, sanatoriums and schools,""
 he said at his meeting with President Dmitry Medvedev, reporting
 results of his trip to Vladikavkaz. ... ""By the way, this is also one of problems of North Ossetia, as
 school rooms should be used to purpose since September 1 that is
 around the corner, that is, the school year begins,"" Putin
 said....","Aug. 10, 2008"
Putin returns to Moscow,"...MOSCOW, August 10 (Itar-Tass) - Russian Prime Minister Vladimir
 Putin has returned to Moscow from Vladikavkaz, the president's
 press secretary Dmitry Peskov said. ... Putin arrived to Vladikavkaz, the capital of North Ossetia, from
 Beijing. He changed the schedule of his trip after attending the
 opening of the Olympic Games in China in order to discuss
 assistance to South Ossetia in connection with the aggression
 against the republic....","Aug. 10, 2008"
Russia Air Force makes strikes on second echelon of Georgia troops,"...MOSCOW, August 10 (Itar-Tass) - Russian aviation makes strikes
 on the second echelon of Georgian troops rather than on Georgian
 peaceful projects and cities, said on Sunday deputy chief of the
 Russian General Staff Nagovitsyn. ... ""Air strikes have not been inflicted on a single Georgian
 populated area,"" Nagovitsyn claimed. ""We are engaged in
 reconnaissance, zero in on forces of the second echelon. We are
 interested only in them. Strikes are made only on them. But Georgia
 calls nearby villages and contends that strikes were inflicted on
 them....","Aug. 10, 2008"
